Time,Voltage,gNA,gK,gL
31.300000000000175,-49.21933781982317,6.881654307172768e-05,2.2496254174135616e-05,0.0187
31.400000000000176,-49.170167903717925,7.044349544280727e-05,2.2904721439263374e-05,0.0187
31.500000000000178,-49.121073890286695,7.210443676898085e-05,2.3319787873263922e-05,0.0187
31.60000000000018,-49.072055307555885,7.379998188536753e-05,2.3741547257603046e-05,0.0187
31.70000000000018,-49.02311167858204,7.553075532941971e-05,2.417009455787911e-05,0.0187
31.800000000000182,-48.97424252137138,7.729739149578039e-05,2.460552593909234e-05,0.0187
31.900000000000183,-48.925447348798,7.910053479471399e-05,2.5047938781204452e-05,0.0187
32.000000000000185,-48.876725668520876,8.094083981422665e-05,2.5497431694996753e-05,0.0187
32.100000000000186,-48.82807698289942,8.281897148599724e-05,2.595410453823558e-05,0.0187
32.20000000000019,-48.779500788907775,8.473560525524595e-05,2.6418058432153732e-05,0.0187
32.30000000000019,-48.73099657804764,8.66914272546674e-05,2.6889395778257602e-05,0.0187
32.40000000000019,-48.68256383625967,8.868713448256606e-05,2.736822027546918e-05,0.0187
32.50000000000019,-48.63420204383344,9.072343498532997e-05,2.785463693761278e-05,0.0187
32.60000000000019,-48.58591067531586,9.280104804438594e-05,2.834875211125695e-05,0.0187
32.700000000000195,-48.537689199418026,9.492070436778753e-05,2.8850673493921602e-05,0.0187
32.800000000000196,-48.48953707892052,9.708314628658596e-05,2.9360510152661526e-05,0.0187
32.9000000000002,-48.441453770577056,9.928912795614457e-05,2.987837254303715e-05,0.0187
33.0000000000002,-48.39343872501642,0.00010153941556256002,3.040437252848428e-05,0.0187
33.1000000000002,-48.345491386642735,0.00010383478753436107,3.093862340009463e-05,0.0187
33.2000000000002,-48.29761119353387,0.00010617603475965965,3.1481239896819084e-05,0.0187
33.3000000000002,-48.24979757733814,0.0001085639608089371,3.203233822610692e-05,0.0187
33.400000000000205,-48.20204996316906,0.00011099938216365139,3.25920360849934e-05,0.0187
33.500000000000206,-48.154367769498144,0.00011348312845086377,3.3160452681649545e-05,0.0187
33.60000000000021,-48.106750408045826,0.00011601604268408302,3.373770875740805e-05,0.0187
33.70000000000021,-48.05919728367028,0.00011859898151053618,3.4323926609279204e-05,0.0187
33.80000000000021,-48.011707794254136,0.00012123281546508349,3.491923011297231e-05,0.0187
33.90000000000021,-47.9642813305891,0.00012391842923100048,3.552374474643708e-05,0.0187
34.00000000000021,-47.91691727625831,0.0001266567219078555,3.613759761394146e-05,0.0187
34.100000000000215,-47.869615007516444,0.00012944860728672847,3.676091747070174e-05,0.0187
34.200000000000216,-47.82237389316748,0.00013229501413301176,3.739383474808189e-05,0.0187
34.30000000000022,-47.77519329444006,0.00013519688647705615,3.8036481579379334e-05,0.0187
34.40000000000022,-47.72807256486032,0.00013815518391292378,3.8688991826215456e-05,0.0187
